sample	Actinobacteria	Bacteroidetes	Cyanobacteria	Firmicutes	Fusobacteria	Proteobacteria	TM7	Tenericutes	Verrucomicrobia	Actinomyces	Rothia	Bifidobacterium	Atopobium	Collinsella	Eggerthella	Bacteroides	Parabacteroides	Prevotella	Rikenellaceae_un	S24-7	Barnesiellaceae_un	Odoribacter	Paraprevotella	Rummeliibacillus	Staphylococcus	Gemella	Enterococcus	Lactobacillus	Pediococcus	Lactococcus	Streptococcus	Turicibacter	Clostridiales_un	Christensenellaceae_un	Clostridiaceae_uc	Clostridiaceae_un	Clostridium	Lachnospiraceae_uc	Lachnospiraceae_un	Blautia	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	Peptostreptococcus	Ruminococcaceae_uc	Ruminococcaceae_un	Faecalibacterium	Oscillospira	Ruminococcus	Veillonellaceae_uc	Acidaminococcus	Dialister	Phascolarctobacterium	Veillonella	Mogibacterium	Erysipelotrichaceae_un	Coprobacillus	Eubacterium	Fusobacterium	Sutterella	Bilophila	Enterobacteriaceae_uc	Enterobacteriaceae_un	Klebsiella	Haemophilus	Vibrio	Akkermansia
172.3	0.000579173	0.104830302	0	0.063593189	0.038225414	0.791497741	0	0	0.00127418	0.000115835	0.000231669	0.000115835	0.000115835	0	0	0.103324453	0.000231669	0	0.000231669	0.000810842	0.000115835	0	0	0	0	0	0.002895865	0.031507008	0.000347504	0.000231669	0.002548361	0.000347504	0.000115835	0	0.000463338	0.000579173	0.002316692	0.000579173	0.001621684	0.000231669	0.000347504	0	0	0.000115835	0	0.000231669	0.000579173	0	0	0.000347504	0.000347504	0	0	0.000115835	0	0.000347504	0	0.011583459	0	0.000115835	0	0	0.03810958	0.001042511	0	0.061160663	0.680412371	0.014595158	0.015753504	0	0.00127418
173.3	0.001654533	0.74900728	0	0.237756453	0	0.00595632	0	0	0.005625414	0.000165453	0	0	0	0	0.00148908	0.704831238	0.039708802	0.00148908	0.000165453	0	0.002150893	0	0	0	0	0	0.000165453	0	0	0.000330907	0.00049636	0.00198544	0.011416281	0	0.000661813	0.001158173	0.004301787	0.00843812	0.012574454	0.06485771	0.001158173	0.001323627	0	0.0074454	0	0.00545996	0.004632694	0	0.002812707	0.051952349	0.009761747	0.005625414	0.011747187	0	0	0.012409001	0	0	0.000165453	0	0.004798147	0.00049636	0	0.000165453	0.003639974	0.000165453	0.00198544	0	0	0	0.005625414
59.3	0.009766629	0.177033001	0	0.758301635	0	0.033309345	0	0.018505192	0.002981392	0	0	0.004831911	0.000102807	0.001130873	0	0.109694664	0.009561016	0.000205613	0.030327953	0.00030842	0.020458518	0.001644906	0	0	0	0.000102807	0.000411226	0.028477434	0.001130873	0.000102807	0.002878585	0	0.022309037	0.004009458	0.001747713	0.069188856	0.011308728	0.024673589	0.114526576	0.060450293	0.00061684	0.000719646	0.00092526	0	0.004317878	0.014392927	0.262156883	0	0.000411226	0.050786471	0.018196772	0.006888044	0.004009458	0	0	0.000822453	0.000102807	0.011411535	0.00030842	0.009252596	0	0.000411226	0	0.004831911	0.000514033	0.000411226	0.020047291	0	0.003906652	0	0.001439293
175.1	0.046286611	0.002876569	0.028242678	0.133368201	0.000784519	0.787395397	0.000261506	0	0.000784519	0.018305439	0.021966527	0	0.004445607	0	0	0.00209205	0	0	0.000261506	0	0.000261506	0	0	0	0	0.003399582	0.005230126	0.001569038	0	0	0.038179916	0.003138075	0.000261506	0	0.004445607	0.017259414	0.006276151	0.000784519	0.002353556	0.000261506	0.000261506	0	0	0	0	0	0	0	0	0.000261506	0	0	0	0	0	0	0	0.008106695	0	0	0	0	0.000784519	0	0	0.03791841	0.672332636	0.007322176	0.056485356	0.000261506	0.000784519
67.1	0.000294204	0.000661959	0	0.730876728	0	0.267063842	0	0	0	0.000220653	7.36E-05	0	0	0	0	0.000514857	0	7.36E-05	0	0	7.36E-05	0	0	0	0.000147102	0.000147102	0.003604001	0.000882613	7.36E-05	0	0.035966461	0.003971756	0.00419241	0	0.018755516	0.105692851	0.119373345	0.046042954	0.010370697	0.000367755	0	0	0.035966461	7.36E-05	0.028537805	0.000147102	0.289202707	0	0	0.000661959	0.000220653	7.36E-05	0.000147102	0.000661959	0	0	0	0.009046778	0	0	0	0	0	0	0	0.004707267	0.245366284	0.002206531	0.007134451	0.000220653	0
67.3	0.002121658	0.000449292	0	0.706287597	0	0.291016649	0	0	0	9.98E-05	0.001872052	4.99E-05	0	4.99E-05	0	0.000249607	2.50E-05	9.98E-05	7.49E-05	0	0	0	0	0.000124803	2.50E-05	7.49E-05	0.000399371	0.007188678	0.00037441	4.99E-05	0.126375958	0.004567806	0.014002945	0	0.157851384	0.21293962	0.049322317	0.002246462	0.00037441	0.000973467	4.99E-05	0	0	4.99E-05	0.002670794	7.49E-05	0.000524174	0	4.99E-05	0.00037441	9.98E-05	0	2.50E-05	0.004592766	0	2.50E-05	9.98E-05	0.029603375	0	2.50E-05	0	0	0	0	0	0.002246462	0.02690762	4.99E-05	0.227341936	0.010508449	0
178.2	0.001063201	0.001329002	0	0.050708801	2.95E-05	0.946869462	0	0	0	0.0002658	8.86E-05	8.86E-05	0.000147667	5.91E-05	5.91E-05	0.000974601	0.000118133	0.000147667	2.95E-05	2.95E-05	2.95E-05	0	0	2.95E-05	0	0.0003544	0.000679268	0.000620201	0	0	0.008269344	0	0.0003544	0	0.012463083	0.008446545	0.004341406	0.000767868	0.000324867	0.000383934	0.0001772	0	0	2.95E-05	0	2.95E-05	0.000649734	0	2.95E-05	0.000945068	0.000443001	0.000118133	0.000295334	0.000206734	0	2.95E-05	0	0.002421737	0	0.000443001	0	0	2.95E-05	0	0	0.001447135	0.944890727	5.91E-05	8.86E-05	0	0
69.3	0.002094156	0.645064935	0	0.086801948	0.000470779	0.265470779	0	0	9.74E-05	0.000535714	0.001412338	0.000113636	0	1.62E-05	0	0.61086039	0.033214286	0.000340909	0.00012987	0	3.25E-05	1.62E-05	1.62E-05	6.49E-05	0	9.74E-05	0.003392857	0.000340909	0.000162338	0.009269481	0.011185065	0.009025974	0.000113636	1.62E-05	0.004724026	0.003587662	0.009318182	0.000470779	0.000746753	0.000113636	0.000113636	3.25E-05	0.002094156	0	6.49E-05	1.62E-05	0.008246753	0	1.62E-05	0.000470779	1.62E-05	0	1.62E-05	3.25E-05	0	0	0	0.000454545	0	3.25E-05	0	1.62E-05	0.000470779	3.25E-05	0	0.005097403	0.226006494	0.000324675	0.02987013	0.000162338	9.74E-05
72.1	0.100693553	0.037503211	0	0.550475212	0.000513743	0.308844935	0	0.001969347	0	0.031852042	0.050175529	0.00068499	0.004109941	0.001198733	0	0.024916517	0.000856238	0.001284357	0.003681822	0.002483089	0.000428119	0.000599366	0.002568713	0	0.013785427	0.006421783	0.00136998	0.04246939	0.000171248	0	0.377087079	0.000599366	0.005137426	0	0.000256871	0.011901704	0.003424951	0.005308674	0.011987328	0.00136998	0.000171248	0	0.000256871	0	0.002311842	0.006164911	0.002311842	0.000171248	0.000513743	0.004966179	0.003767446	0.00136998	8.56E-05	0.001712475	8.56E-05	0.000171248	0.00068499	0.02020721	0	0.000342495	0	0	0.000513743	0.000770614	0.000256871	0.000428119	0.005137426	0	0.282986557	0.000342495	0
180.3	5.68E-05	0.848416033	0.000359562	0.127985315	0	0.022122554	0	5.68E-05	0.00100299	0	0	0	0	0	5.68E-05	0.732712615	0.030960221	0.000927293	0.074126642	3.78E-05	0.000189243	0	0	0	0	0	0	9.46E-05	0	7.57E-05	0.000624503	0.000851595	0.003671322	0.00013247	0.000113546	0.000605579	0.000719125	0.010351614	0.021554824	0.003160365	0.006339654	0.000416335	0	0.001457174	0.004276901	0.009935279	0.000492033	0	0.000832671	0.017448242	0.029597669	0.001362553	0.002668332	0	0	0.000189243	0	0.000529882	0	0.000208168	0	1.89E-05	0	7.57E-05	0.000454184	0.000113546	0.019378525	0	0.00187351	0	0.00100299
181.1	0.00191283	0.790636244	1.52E-05	0.186030271	0.001062683	0.020206161	0	0	4.55E-05	9.11E-05	3.04E-05	0.001335944	0	0.000318805	0	0.131119916	0.004007833	0.617935055	0.008000486	3.04E-05	0.001654749	0.001047502	0.002838882	0	0	0	0	1.52E-05	0	0	0.003461311	1.52E-05	0.004949067	0	1.52E-05	0.000151812	7.59E-05	0.009579329	0.032685097	0.001639568	0.002095004	7.59E-05	0	6.07E-05	0.003886384	0.000774241	0.000576885	0	0.001578843	0.039288913	0.03400586	0.001594025	3.04E-05	0.000166993	0.000242899	0.000500979	0.045012221	0.001351126	6.07E-05	0.000789422	0	7.59E-05	0.000667972	0.006603817	3.04E-05	0	0.000182174	0	0.013283539	0	4.55E-05
181.3	0.003292046	0.883214683	4.12E-05	0.096909592	0.000493807	0.015966421	0	0	8.23E-05	8.23E-05	4.12E-05	0.00144027	0	0.00144027	4.12E-05	0.098843669	0.004896918	0.745483725	0.00288054	0.000205753	0.000617259	0.00069956	0.001728324	0	0	0	0	4.12E-05	0	0	0.001934077	4.12E-05	0.002304432	0	0	0	0.000246903	0.004197358	0.014196947	0.001316818	0.000493807	0.000123452	0	4.12E-05	0.00069956	0.000205753	0.001357969	0	0.00074071	0.018312004	0.029669561	0.000246903	8.23E-05	0	0.000246903	8.23E-05	0.018435455	0.000164602	0	0.000534957	0	4.12E-05	0.000329205	0.004896918	0	4.12E-05	0.000576108	0	0.010452245	0	8.23E-05
182.3	0.0011098	0.526491692	3.19E-06	0.438227509	1.59E-05	0.0319801	3.19E-06	0.001951717	0.000153076	4.78E-05	2.87E-05	0.000255126	0	0.000344421	0.000350799	0.378604458	0.024259336	0.009104825	0.097678349	9.57E-06	0.011866569	3.19E-05	4.15E-05	3.19E-06	7.97E-05	1.28E-05	0	9.57E-06	0	0.000459228	0.004117103	6.38E-06	0.024734509	0.012836049	2.23E-05	0.000162643	7.65E-05	0.009615078	0.062518736	0.005214147	0.003013681	0.001297956	2.87E-05	0.000873808	0.009506649	0.002098415	0.01564244	0	0.009793666	0.194833689	0.044596103	0.013024205	0.011318047	6.38E-06	2.87E-05	0.00017221	0.000612303	0.000398635	8.29E-05	0.001843289	2.23E-05	0	1.28E-05	0.024083937	0.000838728	9.57E-05	0.005947635	1.59E-05	0.000430526	3.19E-06	0.000153076
183.1	0.00112745	0.641518939	0	0.327560151	0	0.027394631	0	0	0.00014393	2.40E-05	2.40E-05	0.000791614	0	2.40E-05	0.000215895	0.172475832	4.80E-05	0.002422818	0.464053542	2.40E-05	7.20E-05	0	0	2.40E-05	2.40E-05	0	0	7.20E-05	0	0	0.000527742	7.20E-05	0.033247775	0.001055485	0.000119941	0.000359824	0.000167918	0.011970159	0.06143402	0.009043587	0.0022549	0.000359824	2.40E-05	0	0.000935543	0.006141003	0.000815602	0	0.001919063	0.153309185	0.000671672	0.021853336	0.009403411	0	2.40E-05	0	9.60E-05	9.60E-05	0.000167918	0.000791614	0.000215895	0.000407801	0	0.000215895	0	0	0.001751145	0	0.02530765	0	0.00014393
183.3	0.00249023	0.525602109	0	0.447605199	0	0.018885758	0	3.64E-05	5.45E-05	1.82E-05	0	0.002035808	0	0	0.00034536	0.123166409	1.82E-05	0.000181769	0.398927565	5.45E-05	5.45E-05	3.64E-05	0	0	0	1.82E-05	3.64E-05	5.45E-05	0	0	0.003726256	1.82E-05	0.077724257	0.000781605	0.000145415	0.000127238	0.000145415	0.02866491	0.078651277	0.026919931	0.004871399	0.001036081	0	1.82E-05	0.001236027	0.007561574	0.001036081	0	0.003853495	0.148141416	0.001036081	0.031009725	0.008961192	0	1.82E-05	0	0	1.82E-05	0.00029083	0.000999727	0.000181769	0.000618013	0	9.09E-05	0	7.27E-05	0.005125875	1.82E-05	0.013450877	0	5.45E-05
184.1	0.001277534	0.484701327	0	0.383117501	0.00017457	0.1257935	0	7.93E-06	1.59E-05	2.38E-05	1.59E-05	0.00098394	0	0	0.00022218	0.114573415	3.97E-05	0.00030153	0.367025329	7.93E-06	1.59E-05	0	0	1.59E-05	9.52E-05	7.93E-06	1.59E-05	0.000119025	0	0	0.008617406	0	0.061694598	0.00057132	4.76E-05	0.00030153	0.000785565	0.03501714	0.070431029	0.024225544	0.004959373	0.00053958	7.93E-05	1.59E-05	0.001364819	0.006601917	0.001634609	0	0.003293024	0.110542436	0.00099981	0.027399543	0.006490827	2.38E-05	0	7.93E-06	0	5.55E-05	0.00012696	0.00046023	9.52E-05	0.00036501	0.00017457	8.73E-05	0	0.001698089	0.109852092	0.00084111	0.01089475	7.93E-06	1.59E-05
72.3	0.000610749	0.001560803	0	0.761264929	6.79E-05	0.233238328	0	0	0	0.000135722	0.000271444	0.000203583	0	0	0	0.000475027	0	0.000814332	0.000271444	0	0	0	0	0	0	0	0.002850163	0.001085776	0.000135722	0	0.022529859	0.001492942	0.007939739	0	0.011264929	0.085504886	0.099348534	0.148004886	0.010722041	0.002171553	0.000135722	0.000135722	0.033319761	0.000135722	0.018729642	0.000407166	0.296891965	0	6.79E-05	0.001017915	6.79E-05	6.79E-05	6.79E-05	0.001153637	0	6.79E-05	6.79E-05	0.002510858	0	0	0	0	6.79E-05	0	0	0.010993485	0.192861021	0.001900109	0.004071661	0.000814332	0
73.1	0.014475656	0.00054204	3.19E-05	0.839269203	0.001562351	0.144086981	0	0	0	0.003858049	0.008290023	9.57E-05	0.001466696	3.19E-05	0	0.000350732	3.19E-05	6.38E-05	0	0	3.19E-05	3.19E-05	0	3.19E-05	3.19E-05	0.000446386	9.57E-05	0.000286962	0	0	0.07990307	0.000127539	0.009820489	0	0.008258139	0.043267545	0.000573925	0.000701464	0.000797118	9.57E-05	0	3.19E-05	0	3.19E-05	6.38E-05	0.000318847	0.00162612	0	3.19E-05	0.000382616	0.000350732	3.19E-05	9.57E-05	0.002040621	6.38E-05	3.19E-05	0.000159424	0.016771355	0	0	0	0	0.000191308	0	0	0.000765233	0.051047413	3.19E-05	0.073908746	0.000573925	0
73.3	0.008578537	0.001200995	8.58E-05	0.397529381	0.001372566	0.591232736	0	0	0	0.004031912	0.0035172	0.000257356	0.000600498	0	0	0.000943639	0	0	0.000171571	0	0	0	0	8.58E-05	8.58E-05	0.000428927	0.000171571	0.000257356	0	0	0.078750965	8.58E-05	0.0105516	0	0.00240199	0.01535558	0.000428927	0.000772068	0.000772068	0	8.58E-05	8.58E-05	0	0	0.000343141	0	8.58E-05	0	0	8.58E-05	0.000514712	8.58E-05	0	0.00111521	0	0	0	0.004031912	0	0	0	0	0	0	0	0.00128678	0.5509994	0	0.033627863	0	0
187.3	0.002983745	0.905388555	0	0.064328657	0.000534402	0.026519706	0	0	0.000244934	2.23E-05	0	0.002159875	0	0.00075707	0	0.100645736	0.014651525	0.690269428	0.046314852	6.68E-05	0.000734803	0.001870407	0.002360276	0	8.91E-05	0	0	6.68E-05	0	4.45E-05	0.006323759	0	0.001736807	0	4.45E-05	2.23E-05	0.000155867	0.002360276	0.01344912	0.000801603	0.002738811	0.000111334	2.23E-05	0.000222668	4.45E-05	4.45E-05	0.002894678	0	0.000467602	0.006858161	0.001157871	0.001180138	0.000244934	0.000200401	0.018592741	0.000200401	0	0.000712536	0	0	0	2.23E-05	0.000534402	0.007993765	0.001469606	8.91E-05	0.009396571	0	0.000244934	0	0.000244934
188.3	0.000235355	0.923894904	0	0.073751551	0	0.001775857	2.14E-05	0	0.000278146	0	0	2.14E-05	0	0	0.000213959	0.883264153	0.031558903	0.001818649	0.000213959	4.28E-05	0.006290385	0	0	0	0	0	0	2.14E-05	0	0	2.14E-05	0	0.002760067	2.14E-05	0	0.000106979	0.000213959	0.002246566	0.004236382	0.001476315	0.003401943	2.14E-05	0	0.000192563	0.000920022	0.003744277	0.00025675	0	0.001133981	0.031516111	0.008237409	0.003316359	0.005413154	0	2.14E-05	0.000235355	0	0	0.000128375	2.14E-05	0	6.42E-05	0	6.42E-05	0.001091189	0	0.000534897	0	4.28E-05	0	0.000278146
189.3	0.004620041	0.609526844	0.000637247	0.348892783	0	0.034092719	0	0	0.001593118	0	0	0.001911741	0	0.001115182	0.000477935	0.474271149	0.027401625	0.000318624	0.070575116	0.000159312	0.022940895	0.009240083	0	0	0	0.000159312	0.000159312	0	0	0	0.000955871	0.000159312	0.038553449	0.000637247	0.000477935	0.000955871	0.003664171	0.030269237	0.082364187	0.005735224	0.004620041	0.003664171	0	0	0.002230365	0.004301418	0.001115182	0	0.006691094	0.08172694	0.025011948	0.003982794	0.030269237	0	0	0	0.000159312	0	0.000159312	0.005097977	0	0.000318624	0	0.022303648	0.002389677	0	0.001115182	0	0.000159312	0	0.001593118
190.1	0.000129982	0.004809317	0	0.489211532	0.000129982	0.505641199	0	0	6.50E-05	0	2.60E-05	6.50E-05	2.60E-05	1.30E-05	0	0.00288559	0.000194972	0.001325812	0.000285959	3.90E-05	2.60E-05	2.60E-05	0	9.10E-05	0	1.30E-05	2.60E-05	1.30E-05	0	1.30E-05	0.000181974	0	9.10E-05	0	0.039566382	0.04394676	0.393246159	0.002703616	0.002274677	3.90E-05	2.60E-05	0	1.30E-05	0	0	1.30E-05	0.003847454	0	2.60E-05	0.000519926	6.50E-05	3.90E-05	2.60E-05	0.000129982	2.60E-05	1.30E-05	0	0.000415941	0	1.30E-05	0	0	0.000129982	0.00014298	2.60E-05	0.01331011	0.088959368	0.000116983	0.356656355	0.031143578	6.50E-05
190.3	0.000162006	0.002851311	0	0.415481321	0.000356414	0.580695331	0	0	0.000356414	6.48E-05	9.72E-05	0	0	0	0	0.001782069	0.000291611	0.000550821	0.000129605	3.24E-05	3.24E-05	3.24E-05	0	0	0	0	9.72E-05	0	0	9.72E-05	0.000453618	0	0.000421216	3.24E-05	0.025856203	0.030392379	0.33917636	0.001976477	0.007452289	9.72E-05	0	0	6.48E-05	0	0.000162006	0	0.005119399	0	3.24E-05	0.000712828	0.000129605	0	6.48E-05	0.000162006	0	0	0	0.001198847	0	0	0	0	0.000356414	6.48E-05	0	0.019699964	0.190875806	0.000129605	0.333311732	0.016265431	0.000356414
191.3	0.000147262	0.632728946	0	0.060487805	1.84E-05	0.304279798	0	1.84E-05	0.001711919	0	0	0	0	9.20E-05	5.52E-05	0.235434883	0.012609296	0.3090474	0.010786931	0.000128854	0	0.002687529	0	5.52E-05	0	0	0	0	0	0	0.000276116	0	0.00397607	9.20E-05	9.20E-05	5.52E-05	0.00040497	0.007271054	0.016364473	0.000938794	0.002264151	0.000220893	0	3.68E-05	0.001656696	0.000478601	0.000589047	0	0.000773125	0.012959043	0.001472618	0.001527842	0.005098942	5.52E-05	0	0.000846756	0	3.68E-05	0.000147262	0.000202485	1.84E-05	5.52E-05	1.84E-05	0.000147262	0.000460193	0.00097561	0.299420156	0.000681086	0.000128854	0	0.001711919
74.1	0.01610468	0.345244087	0	0.545546049	0	0.05301124	0	0.031370575	0.008723369	0.000167757	0	0.00402617	0	0.002013085	0	0.212883744	0.019627579	0.000167757	0.058043952	0	0.044623385	0.003522899	0	0	0	0	0.000167757	0.003690656	0.001677571	0	0.000671028	0	0.057372924	0.010233182	0.000335514	0.002180842	0.006207012	0.018788794	0.105015937	0.023318235	0.002684113	0.000671028	0.000503271	0	0.003187385	0.001845328	0.072806576	0	0.002013085	0.135883241	0.032209361	0.016607952	0.013588324	0	0	0.002684113	0	0.01610468	0.000503271	0.003690656	0	0.000167757	0	0.011407482	0.000671028	0.000503271	0.031202818	0	0.003522899	0	0.007213555
74.3	0.001621074	0.026909828	4.05E-05	0.720121581	0.001621074	0.249564336	0	0	0	0	0.000567376	0.001053698	0	0	0	0.026342452	0	0.000405268	8.11E-05	0	4.05E-05	0	0	4.05E-05	0	0	0.003850051	0.00154002	0.002147923	0	0.004863222	4.05E-05	4.05E-05	0	0.126443769	0.014549139	0.546220871	0.001013171	0.000607903	8.11E-05	4.05E-05	0	0	4.05E-05	0.000121581	0.000202634	0.000972644	0	4.05E-05	0.001945289	0.000162107	0	0.000121581	0	4.05E-05	0	0	0.00154002	0	4.05E-05	0	0	0.001621074	0	0	0.035460993	0.174832827	4.05E-05	0.000202634	0.035217832	0
83.1	0.00019513	0.000624415	0	0.984194505	0	0.014985951	0	0	0	3.90E-05	3.90E-05	0.000117078	0	0	0	0.00019513	0	0	3.90E-05	0.000390259	0	0	0	0	0	0	0.000273181	7.81E-05	0	3.90E-05	0.001209803	0.000156104	0.014283484	0	7.81E-05	0.000780518	0.000624415	0.061895098	0.088510771	0.009990634	0.000234155	0.001131751	0.00019513	3.90E-05	0.054948486	0.106540743	0.038050265	0	0.036918514	0.284030596	0.196963784	0.003863565	0.060021855	0	0	3.90E-05	3.90E-05	0.00085857	0	0.004995317	0.000312207	0.000351233	0	0	0	0.000819544	0.013190759	0	0.00019513	0	0
83.3	0.000673472	0.000744364	0	0.948674323	0	0.049872395	0	0	0	7.09E-05	0	0.00060258	0	0	0	0.000141784	0	3.54E-05	7.09E-05	0.000425351	3.54E-05	0	3.54E-05	0	0	0	0.000496243	0.006628385	0.000992485	0	0.003048348	7.09E-05	0.011519921	0.000248121	7.09E-05	0.000567135	0.00060258	0.079221608	0.170494825	0.021905572	0.003828158	0.004359847	0.001169715	0	0.032610237	0.064972352	0.12452148	0	0.015844322	0.194810719	0.108960726	0.022366369	0.056678009	3.54E-05	3.54E-05	3.54E-05	3.54E-05	0.000460797	0	0.004218063	0.000106338	0.000638026	0	0	0	0.000850702	0.047462073	0	0.000141784	0	0
98.1	0.002913156	0.086449886	7.87E-05	0.90591292	7.87E-05	0.004487836	0	0	0	0	0	0.002125817	0	0.000708606	0	0.065034249	0.003857964	0	0.015825526	0	0.000472404	0.000708606	0	0	0	0	0	0	0	0	0.000157468	0.000236202	0.052987954	7.87E-05	7.87E-05	0.001259743	0.00039367	0.095661759	0.193134399	0.011101488	0.003306826	0.000944807	0	0	0.050153531	0.03401307	0.00299189	0	0.024171325	0.182741516	0.193843004	0.007243524	0.03023384	0	0	0.000236202	0	7.87E-05	0	0.000236202	0	0	0	0.002598221	0.000236202	0	0.001338477	0	7.87E-05	0	0
100.2	0.005793882	0.067395155	0	0.623157516	0.000270181	0.303173126	0	0	6.00E-05	0.000450302	0.000780523	0.002941971	0.000210141	0.001200805	3.00E-05	0.065263727	0.000360241	0.000390261	0.000510342	0.00012008	0.000600402	0.00012008	0	9.01E-05	0.000210141	0.000270181	0.000870583	0.000780523	9.01E-05	0.001080724	0.012488367	3.00E-05	0.008735853	0	0.035603855	0.180360842	0.047912101	0.017291585	0.059079583	0.012878629	0.000840563	0.001170784	3.00E-05	3.00E-05	0.00012008	0.001561046	0.004382937	0	0.000360241	0.024616493	0.000570382	0.003692474	0.000630422	0.001110744	0.00012008	0.006214163	0	0.008255531	0	0.001170784	0	0.000150101	0.000210141	0.000270181	0.001260845	0.004382937	0.279157035	0.001681126	0.001140764	0.001951307	6.00E-05
100.3	0.000113714	0.001023425	0	0.994797589	0	0.004065272	0	0	0	2.84E-05	0	5.69E-05	0	2.84E-05	0	0.000767569	5.69E-05	2.84E-05	0.000113714	0	0	2.84E-05	0	0	0	2.84E-05	8.53E-05	2.84E-05	0	0	0.000540141	0.001790994	0.012451672	0	0.000540141	0.008727542	0.002359563	0.075363884	0.095519673	0.012963384	0.000483284	0.001790994	0.000284285	0.000113714	0.071639754	0.08252786	0.046878554	0	0.03670116	0.300830111	0.203775301	0.001563566	0.01154196	0	2.84E-05	0	5.69E-05	0.000625426	0	0.003411417	0.000198999	0.000341142	0	5.69E-05	0	8.53E-05	0.003269275	2.84E-05	0.000198999	0	0
194.1	0.000403422	0.012311331	0	0.437601725	0.006301732	0.541309035	0	2.78E-05	0.000236489	2.78E-05	0	0.000153022	1.39E-05	0	0.000208667	0.001878	0.0001252	0.009779509	0.000319955	0.000166933	1.39E-05	0	0	0	1.39E-05	0	5.56E-05	0.000111289	0	2.78E-05	0.001279822	0.000111289	0.028420394	1.39E-05	0.000319955	0.002017111	0.000542533	0.084788203	0.184210892	0.007358976	0.000709467	0.001224178	8.35E-05	0.000139111	0.000556444	0.000626	0.038839814	0	0.001168533	0.039744036	0.000139111	0.006329554	0.022452528	0.000194756	6.96E-05	0.001168533	0	0.000389511	0.000681644	0.002295333	4.17E-05	0.002601377	0.006301732	0.005411421	0.001571955	0.003686444	0.519134729	0.003978577	0.000347778	0	0.000236489
194.2	0.023406863	0.181535948	4.08E-05	0.503022876	0.000367647	0.290767974	0.000122549	0.000204248	0.000490196	0.000204248	0.000490196	0.012704248	4.08E-05	0.007802288	0.000531046	0.13872549	0.00502451	0	0.017728758	0.010294118	0.003635621	0.001021242	0.000367647	0	0.000204248	0.000245098	0.001674837	0.019566993	0.000449346	0.002287582	0.015236928	0	0.023529412	0.003431373	8.17E-05	0.00126634	0.001062092	0.041870915	0.108169935	0.012908497	0.004044118	0.002042484	0	0	0.00253268	0.016053922	0.008333333	0	0.001184641	0.109558824	0.018872549	0.00755719	0.083333333	4.08E-05	0	0.002818627	0.000122549	0.002369281	0.000285948	0.000776144	0.000204248	0.000122549	0.000367647	0.000735294	0.001429739	0.001715686	0.280106209	0.000285948	0.002001634	0	0.000490196
194.3	0.004984686	0.289376013	0	0.644417753	8.41E-05	0.060873221	0	0	0.000228215	0	1.20E-05	0.001429344	0	0.002618461	0.000852802	0.011638941	0.001837727	0.267251216	0.001153084	0.000168158	4.80E-05	0	0	0	3.60E-05	1.20E-05	0.000552519	0.000408384	0	0.000108102	0.002258123	0.000216203	0.037006786	4.80E-05	3.60E-05	0.000660621	0.000972915	0.046892079	0.090396973	0.009741157	0.014353492	0.002029908	0	9.61E-05	0.000168158	0.075526995	0.012755991	1.20E-05	0.034868777	0.152951775	0.047360519	0.013188397	0.009464897	0.000528497	0.054255	0.000240226	0.000324305	0.001609513	0	0.000396373	0.001597502	0.000336316	8.41E-05	0.052177046	9.61E-05	8.41E-05	0.007783316	0	0.000120113	2.40E-05	0.000228215
