sample	Actinobacteria	Bacteroidetes	Cyanobacteria	Firmicutes	Fusobacteria	Proteobacteria	TM7	Tenericutes	Verrucomicrobia	Actinomyces	Rothia	Bifidobacterium	Atopobium	Collinsella	Eggerthella	Bacteroides	Parabacteroides	Prevotella	Rikenellaceae_un	S24-7	Barnesiellaceae_un	Odoribacter	Paraprevotella	Rummeliibacillus	Staphylococcus	Gemella	Enterococcus	Lactobacillus	Pediococcus	Lactococcus	Streptococcus	Turicibacter	Clostridiales_un	Christensenellaceae_un	Clostridiaceae_uc	Clostridiaceae_un	Clostridium	Lachnospiraceae_uc	Lachnospiraceae_un	Blautia	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	Peptostreptococcus	Ruminococcaceae_uc	Ruminococcaceae_un	Faecalibacterium	Oscillospira	Ruminococcus	Veillonellaceae_uc	Acidaminococcus	Dialister	Phascolarctobacterium	Veillonella	Mogibacterium	Erysipelotrichaceae_un	Coprobacillus	Eubacterium	Fusobacterium	Sutterella	Bilophila	Enterobacteriaceae_uc	Enterobacteriaceae_un	Klebsiella	Haemophilus	Vibrio	Akkermansia
140.2	0.001302824	0.134685076	0	0.239854443	2.99E-05	0.620653509	1.50E-05	0.001752074	0.001497499	0	2.99E-05	7.49E-05	0	0.000254575	0.00068885	0.067701938	0.002366049	0.053176196	0.002410974	0	0	0.00032945	0	0.0002396	2.99E-05	0	0	4.49E-05	1.50E-05	4.49E-05	0.004447573	0	0.019931714	0.00074875	8.98E-05	0.000284525	0.00062895	0.023630537	0.027404235	0.021339363	0.012863518	0.001347749	0	0.001572374	0.001497499	0.002620624	0.001257899	0	0.006199647	0.079427356	0.002425949	0.006394321	0.012743718	4.49E-05	0	0.001976699	0	0.0001198	0.001093174	0.00062895	0	0.000194675	2.99E-05	0	0.0003594	0.005915122	0.604181018	0.0007188	2.99E-05	0	0.001497499
140.4	0.001550504	0.081901618	0	0.573336334	2.50E-05	0.340260585	0	0.001100358	0.001625528	2.50E-05	2.50E-05	2.50E-05	2.50E-05	0.000175057	0.000475154	0.044164353	0.003301073	0.028009103	0.001550504	2.50E-05	0	0.000225073	0	0.000725236	7.50E-05	0	0.000975317	0.000200065	0	5.00E-05	0.003651187	0.000200065	0.04581489	0.000475154	2.50E-05	0.00120039	0.000900293	0.058068872	0.047490434	0.02498312	0.011403706	0.002900943	0	0.00120039	0.007102308	0.017730762	0.002775902	0	0.020006502	0.204916598	0.057443669	0.006352064	0.025233201	0.000375122	0.00147548	0.001525496	0	0.000100033	0.000900293	0.003076	5.00E-05	7.50E-05	2.50E-05	7.50E-05	0.000150049	0.003351089	0.328656813	0.00040013	5.00E-05	0	0.001625528
141.1	0.000431826	0.008096729	0	0.639641585	0.000323869	0.349670733	0	0.000215913	0.000971607	0.000215913	0.000107956	0	0	0.000107956	0	0.005937601	0.000107956	0.000971607	0.000323869	0	0.000107956	0	0.000215913	0.000215913	0	0	0.001403433	0.00118752	0.000107956	0.000539782	0.088200367	0.249595164	0.004965994	0.000323869	0.00658534	0.078160423	0.036921084	0.004426212	0.005505776	0.006801252	0.00118752	0.000215913	0.008312642	0.000107956	0.003022779	0.000863651	0.000863651	0	0.000215913	0.005289863	0.002482997	0.000107956	0.001511389	0	0	0.000215913	0.000323869	0.000215913	0	0.000431826	0	0.000107956	0.000323869	0.000323869	0	0.007125121	0.304437007	0.001511389	0.008636511	0.000323869	0.000971607
141.3	0.001127904	0.011053463	0	0.702233251	0	0.283103993	0	0.000225581	0.000225581	0.000225581	0.000225581	0.000225581	0.000451162	0	0	0.006541845	0.000225581	0.003609294	0.000451162	0	0.000225581	0	0	0.000225581	0	0.000225581	0.000451162	0.001127904	0	0	0.131513648	0.296864426	0.004962779	0	0.004737198	0.060906835	0.032934807	0.004060456	0.004511617	0.006316264	0.000676743	0	0.006993007	0	0.003158132	0.000676743	0.001353485	0	0.000225581	0.003383713	0.001579066	0.000225581	0.000902323	0	0.000225581	0.000451162	0.000225581	0	0	0.000676743	0	0.000225581	0	0.001127904	0	0.006993007	0.239341304	0.001579066	0.009248816	0	0.000225581
142.1	0.017086331	0.849370504	0	0.10948741	0	0.023718525	0	0	0.00033723	0	0	0.013938849	0	0.002922662	0	0.058902878	0.002248201	0.759217626	0.002585432	0	0.00011241	0	0	0	0.00011241	0	0.00044964	0	0	0	0.006070144	0.002023381	0.001798561	0	0.00011241	0.00044964	0.001348921	0.009667266	0.021245504	0.003934353	0.003709532	0.001011691	0	0.00067446	0.00011241	0.00011241	0.005732914	0	0.00033723	0.005395683	0	0.000899281	0.00033723	0.00033723	0.036196043	0	0	0.00011241	0	0.001124101	0	0	0	0.016973921	0.00056205	0.00011241	0.005508094	0.00011241	0.00011241	0	0.00033723
142.3	0.042510121	0.757863594	0	0.169729056	0.000467144	0.029430084	0	0	0	0.000155715	0	0.027094363	0.000311429	0.012612893	0	0.054033012	0.002491436	0.680784802	0.001868577	0.000155715	0.000311429	0	0	0	0.000155715	0	0.000778574	0.000311429	0	0	0.010588602	0.000311429	0.004360012	0	0.000311429	0.000311429	0.001868577	0.02039863	0.036748676	0.008408595	0.004360012	0.002491436	0	0.000467144	0.000311429	0.000311429	0.013858611	0	0.000311429	0.00295858	0	0.001868577	0	0	0.047337278	0.000778574	0	0.000311429	0	0.001557147	0	0	0.000467144	0.022111492	0.000622859	0.000155715	0.006072874	0	0	0	0
143.1	0.002247865	0.690693841	0	0.146261052	0	0.080773265	0	0	0.080023977	0	0	0.001498576	0	0.000299715	0.000149858	0.623407763	0.01393676	0.003746441	0.012737899	0	0.034167541	0	0	0	0	0	0.001498576	0	0	0	0.000449573	0	0.00569459	0	0	0.000149858	0.000899146	0.049902593	0.03296868	0.01393676	0.001798292	0.000299715	0.000449573	0	0	0	0.023078076	0	0	0.002697437	0	0.000299715	0.000149858	0	0.000599431	0.005245017	0	0.000299715	0	0	0	0	0	0.075528248	0	0.001648434	0.00254758	0	0	0	0.080023977
143.3	0.000682128	0.756025466	0	0.131878126	0	0.061618918	0	0	0.049795362	0	0	0.000682128	0	0	0	0.703046839	0.008185539	0.000909504	0.014779445	0.000227376	0.026603001	0	0	0	0	0.000227376	0.001364256	0.000227376	0	0.000227376	0.000454752	0.000227376	0.002955889	0	0.000454752	0.000682128	0.000682128	0.050704866	0.024783993	0.014097317	0.002273761	0	0	0.000227376	0.000227376	0	0.01568895	0	0	0.001364256	0	0.000909504	0.000454752	0	0	0.006821282	0	0.000454752	0	0.000454752	0	0.000227376	0	0.052978627	0	0.003183265	0.005002274	0	0.000227376	0	0.049795362
145.3	0.000269942	0.005803752	0	0.505061412	0.000539884	0.4827912	0	0	0.000269942	0	0	0	0	0	0	0.005263868	0	0	0.000134971	0.000269942	0	0.000134971	0	0.000944797	0	0.000134971	0	0.000269942	0	0	0.001619652	0.04818464	0.000539884	0	0.00553381	0.30948846	0.02065056	0.013362127	0.000539884	0.004723984	0	0	0.079632879	0.000134971	0	0	0.000539884	0	0.000134971	0.000674855	0.000134971	0.000134971	0	0	0.000134971	0	0	0	0	0	0	0	0.000539884	0.000134971	0	0.00823323	0.449588339	0.002969362	0.001079768	0.000404913	0.000269942
276.4	0.00132775	0.372700553	3.40E-05	0.558108921	5.67E-05	0.067238621	0	0.000136179	1.13E-05	0	1.13E-05	4.54E-05	0	0.000556066	1.13E-05	0.257878551	0.078201069	0.008511218	0.01665929	0	0.006457177	0.00099865	0	9.08E-05	1.13E-05	0	0	2.27E-05	0	5.67E-05	0.000805729	4.54E-05	0.030311284	0.000873818	6.81E-05	0.000272359	0.000147528	0.039174298	0.08775633	0.013527162	0.016137269	0.001634154	2.27E-05	7.94E-05	0.000692246	0.0189176	0.000499325	0	0.015649292	0.197857443	0.042907886	0.009873013	0.058591223	4.54E-05	2.27E-05	2.27E-05	0.000476628	0.000431235	0.001407188	0.001225615	3.40E-05	7.94E-05	5.67E-05	0.005662797	0.001112132	0.001736288	0.054324266	6.81E-05	0.000487976	1.13E-05	1.13E-05
147.1	0.005595008	0.549817086	0	0.401979772	0.000215193	0.040886594	0	0	0.00086077	0	0	0.001506348	0	0.001075963	0.000430385	0.44157521	0.017645793	0.000645578	0.058532386	0.000215193	0.021949645	0.005379815	0	0	0	0	0.000215193	0.000430385	0	0.000430385	0.001721541	0.000430385	0.041747364	0.001075963	0.001721541	0.000645578	0.003873467	0.035721971	0.10027975	0.010329245	0.005595008	0.003873467	0.000215193	0	0.002797504	0.006886163	0.001075963	0	0.009898859	0.080482031	0.027114267	0.004088659	0.037013127	0	0	0	0.000215193	0.000215193	0.001291156	0.006670971	0	0.000430385	0.000215193	0.027544652	0.001075963	0	0.003873467	0	0	0	0.00086077
148.1	0.045879354	0.234211272	0	0.534409516	0.000566412	0.184650241	0	0	0.000283206	0	0	0.022656471	0	0.020390824	0.000283206	0.088643444	0.028603795	0.08751062	0.021240442	0.000566412	0.003964882	0	0	0	0.000283206	0	0.008496177	0.001416029	0	0	0.006796941	0	0.010478618	0	0.001416029	0.000566412	0.003964882	0.033984707	0.061172472	0.013593883	0.000849618	0.002548853	0	0.004531294	0.003115265	0.000849618	0.002548853	0	0.001132824	0.026621354	0.000566412	0.003681677	0.002265647	0.005097706	0.299915038	0.001132824	0	0.001699235	0	0.000566412	0	0	0.000566412	0.088360238	0.001416029	0.001132824	0.071934296	0.000566412	0.018408383	0	0.000283206
282.4	0.00769689	0.18560321	0.000282167	0.33493228	0	0.468851894	0	1.57E-05	0.002617883	0	0	0.000219463	0	0.000454602	0	0.149971783	0.003903311	7.84E-05	0.024877728	0	0.005047655	0.00065839	0	1.57E-05	0	0	3.14E-05	0.011082894	0	1.57E-05	0.000219463	0.000125408	0.018168422	0.000454602	1.57E-05	0.000282167	0.001708678	0.040255831	0.036681716	0.010361801	0.003244921	0.001551919	0	4.70E-05	0.001348131	0.019500878	0.001410835	0	0.005517933	0.125344871	0.021162528	0.004890895	0.008135816	0	1.57E-05	0.001363807	1.57E-05	3.14E-05	0.000485954	0.00522009	3.14E-05	1.57E-05	0	0.003777903	0	0.002774643	0.451529972	0.00661525	0.000313519	0	0.002617883
150.3	0.008594142	0.176394758	0	0.68960825	0	0.123254315	0	0.001503975	0.000572943	0.000214854	0.000931032	0.00100265	0	0.000143236	0.000143236	0.081572728	0.015541073	0.000214854	0.077633746	0.000143236	0	0	0	7.16E-05	0.000286471	7.16E-05	0.00164721	0.001217503	0	0.000358089	0.011387238	0.010599441	0.08515362	0	0.001503975	0.011244002	0.006015899	0.173458426	0.095394972	0.028360667	0.005442956	0.004297071	0	0.004153835	0.004941631	0.013177684	0.002435007	0	0.005944281	0.086299506	0.012747977	0.004511924	0.026570221	0.001289121	0.000501325	7.16E-05	0.007376638	0.000716178	0.000931032	0.000214854	0.000143236	0	0	0.001575593	0.000358089	0.00300795	0.11079281	0.000644561	0.004082217	7.16E-05	0.000572943
151.3	0.027788753	0.353878572	0.00019755	0.57888845	0	0.038588173	0	0.000526801	6.59E-05	0.000658501	6.59E-05	0.010931121	6.59E-05	0.009745819	0.000329251	0.288225998	0.003490057	0.000395101	0.060911366	6.59E-05	0.0001317	0	0	0	0.00019755	0.00019755	0.001119452	0.002173054	0	0	0.019096536	0.003160806	0.04721454	0.000526801	0.001514553	0.009548268	0.00520216	0.095877782	0.076122745	0.025023048	0.014882128	0.00500461	6.59E-05	0.000395101	0.00526801	0.029698406	0.002304754	0	0.005860661	0.104174898	0.024759647	0.003951008	0.029171605	0.00019755	0.00019755	0.003687607	0.001843804	0.000460951	0.000592651	0.000329251	0	0	0	0.008165416	0.002765705	0.000460951	0.025615699	0	0.001053602	0	6.59E-05
152.3	0.000743034	0.009411765	0	0.898080495	0	0.091640867	0	0	0.000123839	0	0	0.000371517	0	0.000123839	0	0.007430341	0.000495356	0	0.000866873	0.000123839	0.000247678	0	0.000247678	0.000247678	0	0	0.02501548	0.798266254	0.000743034	0.000866873	0.004086687	0	0.000990712	0	0.007925697	0.001981424	0.020557276	0.007801858	0.00247678	0.000743034	0.000123839	0.000990712	0	0.000247678	0.000619195	0.000743034	0	0	0.000123839	0.007058824	0.002105263	0	0.001733746	0.000123839	0	0	0.000123839	0	0	0	0	0.000247678	0	0.000247678	0.000123839	0.00123839	0.08879257	0.000247678	0	0	0.000123839
153.3	0.077400341	0.234682798	0	0.266170312	0	0.419730107	0	0	0.002016442	0	0	0.022801303	0	0.000155111	0.001240887	0.147355359	0.028695517	0.000155111	0.045602606	0	0.009616876	0.002326664	0	0.000310222	0	0	0.000310222	0.021095083	0	0	0.001240887	0.001551109	0.012253761	0.000155111	0.00170622	0.008996432	0.004963549	0.029005739	0.033348844	0.01194354	0.002636885	0.000620444	0.000155111	0.001240887	0.000155111	0.004343105	0.00511866	0	0.002171553	0.023731968	0.003877773	0.008375989	0.02233597	0.002791996	0.036916395	0	0	0	0.000465333	0.000155111	0.000775555	0	0	0.003722662	0.001085776	0.008375989	0.399100357	0.004808438	0	0	0.002016442
154.3	0.000652316	0.636986301	0	0.334964123	0	0.025440313	0	0.000326158	0.001630789	0	0	0	0	0.000326158	0.000326158	0.506196999	0.027723418	0.006849315	0.075342466	0.000326158	0.00913242	0.000326158	0	0	0.000652316	0	0	0	0	0.000326158	0.001304631	0	0.02446184	0.005218526	0	0.000326158	0.001630789	0.010437052	0.040769733	0.001956947	0.005544684	0.000326158	0	0.000652316	0.00913242	0.000978474	0.006523157	0	0.008153947	0.145466406	0.036203523	0.009784736	0.008480104	0	0	0	0.000326158	0.000326158	0	0.001630789	0	0	0	0.01826484	0.000326158	0.000652316	0.005218526	0	0.000326158	0	0.001630789
155.3	0.010368664	0.789170507	0.000384025	0.157066052	0	0.042626728	0	0	0.000384025	0	0	0.004608295	0	0.00499232	0.000768049	0.687788018	0.059907834	0.002688172	0.021889401	0.000384025	0.010752688	0.002304147	0	0	0	0	0	0.000384025	0	0	0	0	0.007296467	0	0.000384025	0.000768049	0.002688172	0.034562212	0.014208909	0.008064516	0.000384025	0.001152074	0	0.001152074	0	0	0.006144393	0	0.000384025	0.008448541	0.001152074	0.002304147	0.001536098	0.012288786	0.045698925	0	0.000384025	0	0	0.001152074	0.001152074	0	0	0.033410138	0.001152074	0	0.002304147	0	0	0	0.000384025
156.1	0.001091968	0.02705654	0.00012133	0.055447707	0	0.916282456	0	0	0	0	0	0.000970638	0	0	0.00012133	0.0215967	0.002790585	0.00012133	0.001941276	0	0.00024266	0.000363989	0	0	0	0	0.01613686	0.00012133	0	0.00012133	0.000485319	0.00012133	0.000849308	0.00012133	0.000970638	0.000727979	0.003639893	0.002426595	0.001577287	0.001213298	0.00012133	0.00012133	0.00012133	0.00012133	0.00012133	0.00012133	0.000485319	0	0	0.001213298	0	0.00012133	0	0.000849308	0.002911915	0	0.00012133	0	0	0	0.00024266	0	0	0.002426595	0.00012133	0.038825528	0.73671439	0.000485319	0.004246542	0	0
157.1	0.002244165	0.642728905	0	0.324955117	0.000224417	0.029847397	0	0	0	0.00067325	0	0.000897666	0	0	0.00067325	0.515035907	0.118267504	0.001122083	0	0.000224417	0.008078995	0	0	0	0	0.000224417	0.002468582	0	0	0.000224417	0.006956912	0	0.031193896	0	0.000448833	0.00067325	0.003590664	0.01481149	0.120287253	0.001795332	0.019748654	0.000224417	0.000448833	0.000897666	0	0.001570916	0.02962298	0	0.001346499	0.015709156	0.000448833	0.020197487	0.021768402	0	0.000224417	0	0	0.001346499	0	0.004712747	0.008527828	0	0.000224417	0	0	0.002019749	0.01997307	0	0.004937163	0	0
157.3	0.000690767	0.793230486	0	0.193644946	0.000230256	0.012203546	0	0	0	0	0	0.000460511	0	0.000230256	0	0.663826848	0.110062169	0.001611789	0	0.000230256	0.017038913	0	0	0	0	0	0.001151278	0.000230256	0	0.000230256	0.004374856	0	0.018420447	0	0.000230256	0.000921022	0.003453834	0.008749712	0.066083353	0.000460511	0.011052268	0	0.000460511	0.000230256	0.000230256	0.001151278	0.018190191	0	0.000690767	0.014966613	0.000690767	0.01197329	0.010361501	0	0	0	0	0.000230256	0	0.005295878	0.004605112	0	0.000230256	0.000230256	0	0.000460511	0.008979968	0	0.000460511	0	0
7	0.017291066	0.160646069	0.000134039	0.714831446	0.000201059	0.097379532	0	0.007238121	0.002010589	0.000134039	6.70E-05	0.000871255	6.70E-05	0.012666711	6.70E-05	0.11802158	0.007841298	0	0.023121775	0	0.007506199	0.002546746	0	0	0	0.000201059	0	0.023858991	0	0	0.000938275	0.001139334	0.040278802	0.00556263	0.000335098	0.001943569	0.00180953	0.062931439	0.080490584	0.0146773	0.004691375	0.003015884	6.70E-05	6.70E-05	0.004892433	0.004423296	0.020440989	0	0.011393338	0.265062663	0.080892702	0.007774278	0.05542524	0.000268079	0.000134039	0.000335098	0	0.003954159	0.000469137	0.001742511	0	0.000134039	0.000201059	0.004222237	0	0.001340393	0.083372428	6.70E-05	0.000134039	0	0.002010589
159.3	0.014151669	0.437471158	0	0.472388863	0.000153822	0.039378557	0	0	0.03645593	0	0	0.004768497	0	0.002153515	0	0.374250115	0.024150131	0.00061529	0.031379788	0	0.003384095	0.000461467	0	0	0	0.000307645	0.000307645	0.000307645	0	0	0.001384402	0.009690817	0.03399477	0	0.00123058	0.009383172	0.023381018	0.092601138	0.110906014	0.023381018	0.001692047	0.001999692	0	0.009075527	0.00061529	0.056145208	0.000769112	0	0.00061529	0.032918013	0.007844947	0.004768497	0.005845255	0	0	0.007691124	0	0.001076757	0.00123058	0.00061529	0	0	0.000153822	0.008921704	0.002768805	0.000153822	0.026918936	0	0.000153822	0	0.03645593
10	0.018448526	0.118801969	0	0.701391301	0.002451631	0.158457107	0.000183872	2.04E-05	0	0.008355977	0.005393589	0.002921527	0.000306454	0.001082804	6.13E-05	0.117555724	0.000163442	4.09E-05	0.00081721	8.17E-05	4.09E-05	0	0	0.000572047	0.000102151	0.000490326	0.007211882	0.015976464	0.000510757	4.09E-05	0.062373588	0.000122582	0.009990398	0	0.002431201	0.01015384	0.081251149	0.110854598	0.019265736	0.00627209	0.001205385	0.011972133	0.003432284	4.09E-05	0.002574213	0.004024761	0.269883752	0	0.000674199	0.019613051	0.004065622	0.000102151	0.003370993	0.001511839	2.04E-05	8.17E-05	0.000204303	0.004882832	8.17E-05	0.004045192	0	0	0.00230862	0.001266676	2.04E-05	0.007600057	0.138312869	0.000674199	0.007743069	0.000551617	0
45.1	0.000408497	0.633578431	0	0.319240196	0	0.046262255	0	0	0.000510621	0	0.000306373	0	0	0.000102124	0	0.63306781	0.000204248	0.000102124	0	0.000102124	0	0.000102124	0	0	0	0	0.000408497	0.062704248	0	0	0.01000817	0.009803922	0.019403595	0	0.001429739	0.000408497	0.001633987	0.017258987	0.045138889	0.015625	0.004289216	0.004493464	0.000408497	0	0	0.01123366	0.034926471	0	0	0.021956699	0	0.007250817	0.012969771	0.000204248	0	0	0	0.001429739	0	0.002859477	0.000204248	0.004187092	0	0.000102124	0	0.000510621	0.043504902	0.000102124	0.000816993	0	0.000510621
162.3	0.026298157	0.344221106	0	0.618927973	0.000167504	0.010217755	0	0	0.000167504	0.001172529	0	0.006030151	0	0.014070352	0	0.285762144	0.012227806	0.000335008	0.035343384	0.000167504	0.003517588	0.000167504	0.005695142	0	0	0	0	0.000670017	0.000167504	0	0.004020101	0.000167504	0.032663317	0.000670017	0.000167504	0.003517588	0.000837521	0.086097152	0.068509213	0.024958124	0.002512563	0.009882747	0	0.00318258	0.011557789	0.020100503	0.003517588	0	0.001842546	0.169849246	0.101507538	0.00519263	0.04321608	0	0	0	0.002177554	0.000167504	0.002680067	0.002847571	0	0.00720268	0.000167504	0.003015075	0.001005025	0.000167504	0.001507538	0	0	0	0.000167504
163.3	0.00108977	0.008581937	0	0.902329383	0	0.087862689	0	0	0.000136221	0.000136221	0.000136221	0.000408664	0	0.000136221	0	0.00667484	0.000408664	0	0.000953549	0	0	0.000136221	0.000272442	0.000272442	0	0	0.02560959	0.802070563	0.000408664	0.000544885	0.00217954	0	0.000544885	0	0.008581937	0.002043318	0.02343005	0.005176406	0.003541752	0.00108977	0	0.000817327	0	0.000408664	0.000272442	0.000953549	0	0	0.000136221	0.006811061	0.002451982	0.000408664	0.001498433	0.000136221	0	0	0	0	0	0	0	0.000544885	0	0.000136221	0	0.002588203	0.083776052	0.000408664	0	0	0.000136221
164.3	0.010249468	0.628505125	0	0.186230903	0	0.175014504	0	0	0	0.000193386	0	0	0	0	0.003674338	0.532972346	0.050860569	0	0.040997873	0.000193386	0	0	0	0	0.000386772	0	0.000193386	0.001933862	0	0	0.01624444	0.000193386	0.005994972	0	0.000580159	0.000193386	0.001740476	0.017404757	0.039644169	0.02030555	0.006188358	0.000966931	0	0.000386772	0	0.002320634	0.00406111	0	0.000580159	0.025720364	0.003287565	0.00251402	0.002320634	0	0	0.005994972	0	0.000193386	0.006381744	0.006961903	0	0.003094179	0	0	0	0.000580159	0.174047573	0	0	0	0
45.3	0.000258104	0.120276688	0	0.056679744	0.018222176	0.804047078	0	0	0.000516209	0	0.000154863	0	5.16E-05	0	5.16E-05	0.118315094	0.000154863	0.000774313	0.000464588	0.000309725	0	0.000103242	0	0	0	0	0.001961594	0.028701218	0.000309725	0.000103242	0.002426182	0	0.000206484	0	0.000103242	0.000103242	0.000309725	0.000258104	0.001084039	0.000206484	0	0	0	0	0	5.16E-05	0.000309725	5.16E-05	5.16E-05	0.001290522	0.000361346	0.000154863	5.16E-05	0.001600248	0	5.16E-05	0.000103242	0.010427421	5.16E-05	0	0	0.000154863	0.018222176	0.000722693	0	0.057763783	0.707309519	0.00924014	0.012337394	0	0.000516209
166.1	0.012622222	0.222222222	0.000177778	0.736888889	0.000177778	0.023288889	0	0.001777778	0.002844444	0.000177778	0.000177778	0.003377778	0	0.002311111	0	0.118044444	0.0384	0	0.0496	0	0.006222222	0.000711111	0.007644444	0	0	0	0.002844444	0.000355556	0	0	0.003733333	0	0.019377778	0.000533333	0.001066667	0.003022222	0.003555556	0.117333333	0.110577778	0.041422222	0.004444444	0.000888889	0	0.228444444	0.018133333	0.013155556	0.004266667	0	0.0016	0.062044444	0.051377778	0.006222222	0.006222222	0.011911111	0	0.000355556	0.000177778	0	0.001066667	0.005511111	0.000177778	0	0.000177778	0.011911111	0.001244444	0	0.001777778	0	0.000177778	0	0.002844444
166.3	0.01232166	0.205252918	0	0.74156939	0	0.037937743	0	0.001297017	0.001621271	0.000324254	0	0.003891051	0	0.004863813	0	0.158560311	0.02464332	0	0.014915694	0	0.002594034	0.000324254	0.003566796	0	0	0	0.002594034	0.000648508	0	0	0.001945525	0	0.02464332	0.000324254	0.000648508	0.003242542	0.002918288	0.142023346	0.102788586	0.060635538	0.005188067	0.001621271	0	0.12386511	0.021725032	0.014915694	0.002918288	0	0.004863813	0.08463035	0.094682231	0.003891051	0.008754864	0.001297017	0	0	0	0	0.001945525	0.008754864	0	0	0	0.021400778	0.002918288	0	0.000972763	0	0.001621271	0	0.001621271
167.3	0.000893389	0.555390113	0	0.42823109	0	0.01131626	0	0	0.004169148	0	0	0	0	0.000297796	0.000595593	0.481834425	0.064919595	0.000595593	0.002680167	0.000297796	0.005062537	0	0	0	0	0	0.000297796	0.000893389	0	0	0.001488982	0.00565813	0.012507445	0	0	0.001488982	0.00238237	0.025312686	0.035735557	0.02739726	0.003871352	0.001191185	0	0.009529482	0.000595593	0.047349613	0.003871352	0	0.003275759	0.159618821	0.029184038	0.014294223	0.009231686	0.000297796	0	0.019952353	0	0.000297796	0.000893389	0.000893389	0.000297796	0	0	0.001786778	0.005955926	0.000297796	0.001786778	0	0	0	0.004169148
53.1	0.023391194	0.00338696	0	0.476397121	0.000211685	0.496295512	0.000317528	0	0	0.019369179	0.001058425	0	0.001587638	0	0	0.003069433	0.000211685	0	0.000105843	0	0	0	0	0	0.009631668	0.00127011	0.001587638	0.009525826	0	0.008149873	0.330969517	0.003704488	0.000529213	0	0.000529213	0.008890771	0.001058425	0.000952583	0.001905165	0	0	0	0	0	0	0.000529213	0.000105843	0	0.000105843	0.000635055	0.000317528	0	0.000105843	0.00042337	0	0	0	0.005292125	0	0	0	0	0	0.000105843	0	0.00084674	0.471210838	0.003175275	0.014394581	0	0
169.3	0.062007011	0.01774759	0	0.664110429	0.003505697	0.250219106	0.000657318	0	0.001752848	0.005696757	0.051270815	0.002410167	0.001533742	0.000219106	0	0.015337423	0.000876424	0.000219106	0.000876424	0.000219106	0.000219106	0	0	0	0.000876424	0.007449606	0.003724803	0.019062226	0.006134969	0	0.118755478	0.001752848	0.004601227	0	0.004382121	0.117221735	0.015994741	0.01993865	0.012050833	0.001752848	0.000219106	0.000219106	0.001971954	0	0.023006135	0.000657318	0.015118317	0	0	0.002629273	0.004382121	0	0	0.000657318	0.000219106	0	0.000219106	0.02716915	0	0.000438212	0	0.000438212	0.003067485	0.001533742	0	0.000438212	0.032646801	0	0.143295355	0	0.001752848
170.3	0.003825555	0.780795715	0	0.205814843	0.001147666	0.007268554	0	0	0.001147666	0.000382555	0.000382555	0.000382555	0	0	0.002677888	0.774674828	0	0.000382555	0.003825555	0.001147666	0	0	0	0	0	0.000382555	0	0.000765111	0	0.000382555	0.015684774	0.000765111	0.000382555	0	0.000382555	0.000765111	0.006120888	0.009946442	0.079571538	0.002295333	0.000382555	0.000382555	0.000382555	0	0	0	0.042846213	0	0	0.000765111	0	0	0	0	0	0.011094109	0	0.004590666	0	0.008033665	0	0.006120888	0.001147666	0.002295333	0	0	0.004590666	0	0	0	0.001147666
53.3	0.005725191	0.001908397	0	0.449363868	0	0.542748092	0.000127226	0	0.000127226	0.004452926	0.000508906	0.000127226	0.000381679	0	0	0.001145038	0.000636132	0	0	0.000127226	0	0	0	0	0.005597964	0.000508906	0.003435115	0.007124682	0	0.002926209	0.339312977	0.002417303	0.000890585	0	0.000508906	0.007888041	0.001272265	0.000636132	0.001399491	0.000127226	0	0	0	0.000127226	0	0	0.000254453	0	0.000127226	0.000381679	0	0	0.000127226	0.000636132	0	0	0	0.002417303	0	0	0	0	0	0	0	0.00178117	0.517557252	0.004198473	0.007124682	0.000127226	0.000127226
59.1	0.0019691	0.015449864	0	0.075128749	0.001363223	0.906089064	0	0	0	0.000302939	0.000302939	0.001060285	0.000151469	0.000151469	0	0.013632233	0.000151469	0.000908816	0.000302939	0.000151469	0	0	0	0	0	0.000454408	0.002877916	0.002726447	0.004544078	0.000454408	0.013783702	0	0.000757346	0	0.026961527	0.000454408	0.006664647	0.001211754	0.002423508	0.000151469	0.000454408	0	0	0	0	0.000151469	0.000757346	0	0.000151469	0.004241139	0.000908816	0	0.001060285	0	0	0	0.000151469	0.000757346	0	0	0	0	0.001363223	0.000302939	0	0.0566495	0.840805816	0	0	0.002726447	0
172.1	0.011103065	0.720975139	0.000241371	0.215544292	0.00482742	0.044412262	0	0	0.002655081	0.000724113	0.006517017	0	0.000724113	0.000241371	0.002896452	0.711078928	0.001689597	0.000965484	0.006034275	0.000241371	0	0	0	0	0	0.000241371	0.000965484	0.002655081	0	0.000241371	0.051894762	0.000965484	0	0	0.000482742	0.000724113	0.005792904	0.004344678	0.053584359	0.002655081	0.000724113	0	0.000241371	0.000482742	0.000241371	0.000724113	0.030654115	0	0	0.002172339	0.000724113	0.00482742	0.000482742	0	0	0.011103065	0	0.01230992	0	0.004586049	0	0.00724113	0.00482742	0.00724113	0	0.000965484	0.02944726	0	0.003137823	0.000241371	0.002655081
